LocationID,Long,Lat,close_class,Jan_temp,Feb_temp,March_temp,April_temp,May_temp,June_temp,July_temp,Aug_temp,Sept_temp,Oct_temp,Nov_temp,Dec_temp,Average_annual_temp
357,-3.666666667,57.08333333,0.1,-2.2,-1.95,0.85,2.15,5.4,9.8,11.7,11.1,7.75,4.75,1.35,-1.05,4.1375
358,-3.25,56.91666667,0.1,-1.4,-1.4,1.1,2.9,6,9.7,11.2,10.6,8.3,5.4,1.7,-0.3,4.483333333
359,-3.416666667,56.83333333,0.1,-0.65,-0.6,2,3.85,6.95,10.8,12.2,11.65,9.15,6.2,2.5,0.45,5.375
360,-1.583333333,55.58333333,0.1,3.3,3.2,5.7,7.3,10.1,12.8,14.3,14.3,12.2,9.7,6.2,4.3,8.616666667
361,-1.583333333,55.58333333,0.1,3.3,3.2,5.7,7.3,10.1,12.8,14.3,14.3,12.2,9.7,6.2,4.3,8.616666667
362,-77,57.83333333,0.1,-24.275,-24.575,-19.425,-9.925,-1.125,4.725,9.275,9.125,5.325,-0.05,-7.1,-17.6,-6.302083333
363,-2.333333333,51.83333333,0.1,3.825,4.075,5.85,8.425,11.55,14.675,16.275,15.95,13.725,10.575,6.625,4.775,9.69375
364,-129.3333333,54.5,0.1,-4.675,-3.2,-1.5,1.25,5.25,8.925,11.675,11.7,8.2,3.6,-1.7,-4.1,2.952083333
366,-0.166666667,51.5,0.1,4.225,4.575,6.725,9.25,12.65,15.95,17.85,17.325,14.85,11.2,7.25,5.125,10.58125
367,-1.5,54,0.1,3.225,3.35,5.375,7.725,10.825,14.025,15.55,15.3,13.15,10,6.025,4,9.045833333
368,-120.8333333,36.66666667,0.1,6.875,8.725,10.025,12.475,16.375,20.475,23.925,23.35,20.525,16.225,10.4,6.925,14.69166667
369,-99.25,47.13333333,0.1,-14,-10.4,-3.8,5.2,12.5,17.8,21,19.9,13.6,7.2,-2.5,-11,4.625
370,-98.41666667,46.41666667,0.1,-13.5,-10,-2.9,5.9,13,18.3,21.4,20.2,14,7.4,-2.3,-10.5,5.083333333
371,-119.5,46.41666667,0.1,-0.3,3.05,6.8,10.5,14.85,19.05,22.15,21.8,17.15,10.85,4.5,0.05,10.87083333
373,-76.16666667,39.5,0.1,-0.425,1.05,5.925,11.45,17.075,21.85,24.275,23.525,19.8,13.425,7.8,2.2,12.32916667
374,-89,40,0.1,-4.075,-1.425,4.575,11.375,17.225,22.3,24.1,22.975,19.25,12.85,5.45,-1.15,11.12083333
376,-89,38,0.1,-1.1,1.425,7,13.2,18.225,22.975,25.15,24,20.225,13.95,7.4,1.375,12.81875
377,-0.916666667,51.66666667,0.1,2.75,3.25,5.9,8.55,12.25,14.95,16.9,16.25,13.65,10.6,6.15,3.7,9.575
378,-0.916666667,51.66666667,0.1,2.75,3.25,5.9,8.55,12.25,14.95,16.9,16.25,13.65,10.6,6.15,3.7,9.575
379,-0.233333333,52.4,0.1,2.8,4,6.1,8.7,11.9,15.2,16.6,16.2,14.2,10.7,6.3,4.1,9.733333333
380,-2.75,51.6,0.1,3.7,4.1,5.8,8.5,11.8,15,16.6,16.1,13.7,10.2,6.5,4.7,9.725
381,1.333333333,52.66666667,0.1,3.45,4.2,6.25,8.85,11.875,15.275,17,16.95,15.075,11.125,7.125,4.825,10.16666667
382,-0.833333333,51.6,0.1,2.6,3.2,5.9,8.65,12.5,15.1,17.05,16.4,13.6,10.65,6.05,3.55,9.604166667
383,-0.333333333,52.58333333,0.1,2.65,3.8,6.2,8.75,12,15.2,16.8,16.4,14.1,10.55,6.1,4.15,9.725
384,0.416666667,52.25,0.1,2.6,3.6,5.8,8.2,11.3,14.6,16.2,15.9,13.7,10.4,6.2,3.8,9.358333333
385,-4.05,52.5,0.1,4.1,3.9,5.85,7.95,10.95,13.65,14.7,14.75,13,10.35,6.9,5.1,9.266666667
386,-2.716666667,51.05,0.1,3.4,3.9,5.6,8.1,11.4,14.8,16.6,16,13.2,9.8,6.2,4.3,9.441666667
387,-1.666666667,51.93333333,0.1,2.55,3.25,5.2,8,11.05,14.15,15.75,15.45,13.2,10.05,6.1,3.95,9.058333333
388,0.333333333,53.13333333,0.1,2.85,3.65,6.15,8.55,11.6,14.85,16.6,16.3,14.15,10.55,6.45,4.2,9.658333333
389,-0.7,51.61666667,0.1,2.6,3.3,6,8.8,12.7,15.3,17.3,16.6,13.7,10.7,6.1,3.6,9.725
390,0.866666667,51.06666667,0.1,3.9,4.2,6.2,8.6,11.8,15.1,17.1,17,14.8,11.2,7.3,4.8,10.16666667
391,-0.216666667,52.48333333,0.1,2.75,3.95,6.15,8.75,11.95,15.2,16.7,16.3,14.2,10.65,6.25,4.15,9.75
392,-0.833333333,50.83333333,0.1,3.45,4.225,6.175,9.1,12.275,15.4,17.125,16.7,14.1,10.775,6.85,4.5,10.05625
393,0.65,51.53333333,0.1,3.4,4,6.2,8.7,11.8,15.3,17.1,16.7,14.6,10.7,6.9,4.5,9.991666667
394,-2.75,54.16666667,0.1,2.4,2.8,5,7.5,10.75,13.8,15.1,14.7,12.45,9.5,5.5,3.15,8.554166667
395,-1.75,55.66666667,0.1,3,3.05,5.5,7.15,10.05,12.85,14.3,14.15,12,9.55,5.95,4.05,8.466666667
396,-3.666666667,57.26666667,0.1,-0.5,0,3.15,4.15,7.3,12.1,14.35,13.65,9.7,6.65,3.4,0.7,6.220833333
397,-0.233333333,52.4,0.1,2.8,4,6.1,8.7,11.9,15.2,16.6,16.2,14.2,10.7,6.3,4.1,9.733333333
398,-2.566666667,51.76666667,0.1,3.5,3.7,5.5,8.2,11.3,14.5,16.1,15.7,13.3,10,6.3,4.4,9.375
399,-1.183333333,50.88333333,0.1,3.8,4.3,6.25,9.1,12.25,15.4,17.05,16.75,14.3,10.95,7.05,4.8,10.16666667
400,-4.166666667,51.58333333,0.1,4.6,4.7,6.55,9.25,12.4,15.55,16.9,16.8,14.45,11.15,7.7,5.7,10.47916667
401,-0.35,52.05,0.1,3.15,3.75,6.2,8.8,12.15,15.25,17.1,16.65,14.35,10.75,6.55,4.2,9.908333333
402,-2.466666667,50.6,0.1,4.4,4.2,5.6,8,11.3,14.8,16.7,16.3,14.1,10.9,7.3,5.2,9.9
403,-2.433333333,53.33333333,0.1,3.75,3.95,6.1,8.35,11.7,14.75,16.25,15.95,13.65,10.4,6.65,4.8,9.691666667
404,0.166666667,53.46666667,0.1,2.9,3.55,6.25,8.5,11.4,14.65,16.5,16.35,14.15,10.45,6.5,4.3,9.625
405,-5.3,51.75,0.1,4.3,4.5,5.8,8.4,10.9,14.6,16.4,16.3,13.5,10.7,7.3,5.5,9.85
406,-1.966666667,50.65,0.1,4.4,4.4,5.9,8.2,11.3,14.6,16.5,16.2,14,11,7.3,5.3,9.925
407,-1.95,50.66666667,0.1,4.3,4.35,5.95,8.25,11.35,14.6,16.5,16.15,13.95,10.95,7.2,5.25,9.9
408,1.65,52.31666667,0.1,3.3,3.8,5.7,8.1,11.4,14.4,16.2,16.2,14.5,11.4,7.3,4.9,9.766666667
409,-1.116666667,51.76666667,0.1,3.3,3.7,6.1,8.7,12.1,14.9,16.7,16.3,14,10.7,6.6,4.4,9.791666667
410,-0.066666667,52.36666667,0.1,2.8,3.9,6.2,8.7,12,15.2,16.9,16.5,14.3,10.8,6.3,4.1,9.808333333
411,-0.183333333,52.43333333,0.1,2.8,3.95,6.15,8.7,11.95,15.2,16.75,16.35,14.25,10.75,6.3,4.1,9.770833333
412,0.966666667,51.16666667,0.1,3.75,4.05,6.05,8.5,11.65,15,17,16.85,14.7,11,7.15,4.65,10.02916667
413,-3.666666667,50.58333333,0.1,3.7,4.2,5.5,8.15,10.95,14.25,16,15.4,13.1,10.15,6.6,4.7,9.391666667
414,-5.35,36.15,0.1,12,12.4,14,15.5,17.6,20.4,22.9,23.5,21.6,18.6,15.1,12.9,17.20833333
415,-5.333333333,36.16666667,0.1,12.13333333,12.53333333,14.03333333,15.56666667,17.83333333,20.6,23.13333333,23.73333333,21.86666667,18.7,15.13333333,12.96666667,17.35277778
416,-2.916666667,54.33333333,0.1,1.75,2.25,4.35,6.85,10.1,13.2,14.6,14.1,11.75,8.9,4.85,2.55,7.9375
417,135.8333333,35,0.1,3.1,3.575,6.45,12.375,17.225,21.275,25.625,26.825,22.575,16.275,10.725,5.75,14.31458333
418,78.03333333,27.91666667,0.1,14.6,17.4,22.8,28.9,33.7,34.2,30.7,29.4,29,26,20.5,16,25.26666667
419,131,32,0.1,3.75,4.925,8.25,13.075,17.05,20.525,24.45,24.775,21.85,16.15,11.025,6.025,14.32083333
423,-2.333333333,57.5,0.1,2.8,2.825,4.625,6.475,9.225,12.275,13.95,13.575,11.525,8.95,5.375,3.825,7.952083333
424,-2.25,57.33333333,0.1,2.7,2.8,4.6,6.5,9.15,12.25,13.85,13.6,11.55,8.9,5.25,3.75,7.908333333
1020,-1.8,51.28333333,0.1,3,3.4,5.7,8.3,11.5,14.8,16.5,16,13.6,10,6.3,4.3,9.45
1023,-78.66666667,35.75,0.1,4.3,5.8,10.25,15.3,19.7,23.75,25.7,25.15,21.75,15.6,10.75,6,15.3375
1024,-4.75,54.06666667,0.1,3.1,3.1,4.6,6.5,9.7,12.7,14,13.7,11.6,9.2,5.7,4.2,8.175
1025,35.53333333,-3.183333333,0.1,18.4,18.7,18.9,18.5,16.7,15.6,14.6,15.5,17,18,18.4,18.5,17.4
1026,35,-1.5,0.1,20.625,20.875,21.025,20.55,19.875,19.175,18.7,18.975,19.625,20.275,20.175,20.1,19.99791667
1028,-89.41666667,43.03333333,0.1,-8.6,-6,0.4,7.9,14.3,19.5,21.9,20.6,16,9.8,2.2,-5.4,7.716666667
1029,-89.41666667,43.03333333,0.1,-8.6,-6,0.4,7.9,14.3,19.5,21.9,20.6,16,9.8,2.2,-5.4,7.716666667
1030,-89.41666667,43.03333333,0.1,-8.6,-6,0.4,7.9,14.3,19.5,21.9,20.6,16,9.8,2.2,-5.4,7.716666667
1031,-89.41666667,43.03333333,0.1,-8.6,-6,0.4,7.9,14.3,19.5,21.9,20.6,16,9.8,2.2,-5.4,7.716666667
1041,-2.916666667,54.33333333,0.1,1.75,2.25,4.35,6.85,10.1,13.2,14.6,14.1,11.75,8.9,4.85,2.55,7.9375
1042,-2.916666667,54.33333333,0.1,1.75,2.25,4.35,6.85,10.1,13.2,14.6,14.1,11.75,8.9,4.85,2.55,7.9375
1043,-2.916666667,54.33333333,0.1,1.75,2.25,4.35,6.85,10.1,13.2,14.6,14.1,11.75,8.9,4.85,2.55,7.9375
2000,9.833333333,46.5,0.1,-7.4,-7.525,-5.9,-3.35,0.925,4.375,6.8,6.525,4.675,1.425,-3.375,-6.025,-0.7375
2001,-95.25,47.16666667,0.1,-15.85,-11.8,-5,4.05,11.4,16.7,19.3,18.2,12.3,6.15,-3.55,-11.9,3.333333333
2002,9.216666667,48.78333333,0.1,-0.1,1.4,4.9,8.7,12.9,16.1,17.9,17.4,14.5,9.7,4.4,1.1,9.075
2003,6.6,46.96666667,0.1,-2.7,-1.7,1.6,4.9,9,12.4,14.5,14.1,11.5,6.9,1.9,-1.5,5.908333333
2004,15,10,0.1,25.925,27.975,31.3,32.1,30.125,28.025,26.4,25.8,26.2,27.925,28.2,26.375,28.02916667
2005,6.516666667,46.81666667,0.1,-0.5,1,4.4,8,12,15.5,17.6,17,14.3,9.3,4.3,0.6,8.625
2006,6.216666667,46.58333333,0.1,-3,-2.1,1.2,4.6,8.6,12.1,14.3,13.8,11.3,6.6,1.7,-1.8,5.608333333
2007,6.333333333,46.66666667,0.1,-2.125,-1.025,2.275,5.725,9.75,13.275,15.45,14.9,12.3,7.575,2.575,-0.975,6.641666667
2008,6.6,46.98333333,0.1,-2.35,-1.3,2.05,5.4,9.45,12.9,14.95,14.55,11.95,7.25,2.25,-1.15,6.329166667
2009,7.066666667,46.61666667,0.1,-2.8,-1.7,1.5,4.9,9.1,12.6,14.7,14.1,11.6,7,2,-1.4,5.966666667
2010,7.133333333,46.46666667,0.1,-3.9,-3.1,-0.1,3.2,7.4,10.9,13.2,12.6,10.2,5.7,0.7,-2.5,4.525
2011,7.2,46.48333333,0.1,-4.5,-3.8,-1.05,2.15,6.45,9.85,12.25,11.7,9.3,5,0.05,-3.05,3.695833333
2012,7.716666667,47.4,0.1,-0.4,0.8,3.9,7.3,11.5,14.8,17,16.4,13.7,9.1,3.9,0.7,8.225
2013,7.716666667,47.41666667,0.1,-0.4,0.8,3.9,7.3,11.5,14.8,17,16.4,13.7,9.1,3.9,0.7,8.225
2014,92.21666667,58.45,0.1,-21.3,-19.6,-10.2,-0.7,7.7,15.3,18.4,15,8.6,-0.2,-11.6,-19,-1.466666667
2015,92.21666667,58.45,0.1,-21.3,-19.6,-10.2,-0.7,7.7,15.3,18.4,15,8.6,-0.2,-11.6,-19,-1.466666667
2016,22.25,60.45,0.1,-5.1,-5.7,-2,3.7,9.8,14.8,16.9,15.6,10.8,5.8,0.7,-3,5.191666667
2017,25.5,60.75,0.1,-7.25,-7.4,-3.1,2.95,9.7,14.75,16.55,14.95,9.75,4.85,-0.45,-4.7,4.216666667
2018,-160,55,0.1,-2.366666667,-2.933333333,-1.133333333,0.933333333,4.466666667,7.8,10.46666667,11.2,8.933333333,4.233333333,1.166666667,-1.066666667,3.475
2019,-122,38,0.1,8.125,10.475,11.725,13.725,16.35,19.075,20.775,20.775,20.125,17.175,12.125,8.425,14.90625
2020,-0.25,46.25,0.1,4.5,5.3,8.5,10.9,14.1,17.5,19.3,19.2,16.8,12.4,8,5.2,11.80833333
2021,-4.5,57.5,0.1,1.05,1.25,3.775,5.4,8.85,12.65,14,13.65,10.4,7.725,4.15,2.1,7.083333333
2022,-4,55.5,0.1,1.35,1.45,3.475,5.625,8.9,11.975,13.2,12.975,10.55,7.9,3.9,2.225,6.960416667
2023,28.41666667,64.15,0.1,-11.8,-11.5,-6.2,0,7.1,13.3,15.6,13.2,7.8,2.2,-4,-9.2,1.375
2024,-89.71666667,43.31666667,0.1,-9.1,-6.3,0.2,7.9,14.3,19.5,22,20.5,15.9,9.7,2,-5.9,7.558333333
2026,37.41666667,54.88333333,0.1,-9.4,-8.3,-3,6.1,13.2,17,18.5,17,11.5,5.2,-1.5,-6.1,5.016666667
2027,50,55,0.1,-13.25,-12.1,-5.525,5.25,13.7,17.925,19.825,17.65,11.725,3.75,-3.975,-9.625,3.779166667
2029,-40,73,0.1,-31.75,-32.65,-33.55,-26.7,-16.4,-9.95,-6.65,-8.65,-15.8,-22.575,-28.475,-31.05,-22.01666667
2030,24.91666667,67.4,0.1,-14.6,-14.2,-9.1,-2.5,4.5,11.5,13.9,11.8,6.3,-0.1,-7,-12.6,-1.008333333
2031,26,68,0.1,-15.85,-15.3,-10,-3.55,3.65,10.45,13.1,10.75,5.35,-1.25,-8.175,-13.925,-2.0625
2032,28,69.75,0.1,-10.2,-10.55,-7.75,-3,2.3,7.4,10.6,9.5,5.25,-0.05,-4.55,-8.7,-0.8125
2034,36.83333333,55.66666667,0.1,-9.475,-8.425,-3.175,5.4,12.35,16.45,18.025,16.35,10.85,4.75,-1.75,-6.3,4.5875
2035,30,63,0.1,-11.575,-11.4,-5.875,0.475,7.475,13.7,16.05,13.85,8.325,2.675,-3.35,-8.6,1.8125
2036,33.01666667,67.91666667,0.1,-12.85,-12.85,-7.95,-2.75,3.1,9.4,12.75,10.95,5.9,0.05,-6,-10.5,-0.895833333
2037,12,49,0.1,-2.25,-0.7,3.6,8.05,12.5,15.85,17.575,17.1,13.875,8.525,3.025,-0.7,8.0375
2038,8,48,0.1,-0.875,0.2,3.225,6.75,10.925,14.2,16.375,15.875,13.225,8.725,3.5,0.3,7.702083333
2039,16.66666667,62.85,0.1,-10.2,-8.9,-4.2,0.95,6.95,12.4,14.3,12.85,8.25,3.4,-3.25,-7.85,2.058333333
2040,9.216666667,63.06666667,0.1,-4.3,-4.2,-1.7,1.7,6.6,10,11.7,11.5,8,4,-0.7,-3.2,3.283333333
2041,18.35,51.01666667,0.1,-2.7,-1.5,2.95,8.3,13.1,16.6,17.95,17.55,13.8,9.15,3.75,-0.45,8.208333333
2042,18.2,52.2,0.1,-3.4,-2.3,3,8.9,13.6,17.1,18.8,18.3,14.3,9.4,3.6,-0.9,8.366666667
2043,16.16666667,54.16666667,0.1,-2.1,-1.4,2.65,7.275,12.3,15.7,17.3,16.975,13.75,9.425,4.15,0.175,8.016666667
2044,15.75,50.91666667,0.1,-5.3,-3.4,1.9,7.3,11.2,14.7,16.5,15.9,12.7,8.3,2.5,-2.6,6.641666667
2045,16.16666667,51.2,0.1,-3.7,-2.35,3.65,9.15,13.25,16.75,18.85,18.25,14.45,9.45,3.7,-0.8,8.3875
2046,16.58333333,51.85,0.1,-3.6,-1.8,3.5,8.7,13.1,16.5,18.3,17.9,14.1,9.5,3.8,-0.9,8.258333333
2047,17.93333333,50.66666667,0.1,-2,-0.65,3.15,8.2,13,16.7,17.85,17.4,13.7,9.1,4.1,0.1,8.3875
2048,16.73333333,53.15,0.1,-4,-2.6,2.9,8.1,13,16,18.2,17.4,13.1,8.4,2.8,-1.4,7.658333333
2049,16.88333333,52.41666667,0.1,-2.6,-1.2,3.1,8.1,13.2,16.6,18,17.7,13.8,9.1,3.6,-0.4,8.25
2050,14.53333333,53.41666667,0.1,-1.6,-0.7,3.4,8,13,16.4,17.9,17.5,14.1,9.5,4.3,0.5,8.525
2051,16.31666667,50.8,0.1,-4.9,-3.4,1.2,6.1,10.4,13.7,15.3,15,11.8,7.5,1.9,-2.6,6
2052,17,51.08333333,0.1,-2.15,-0.6,3.5,8.3,13,16.45,17.7,17.4,14,9.35,3.95,-0.15,8.395833333
2053,-89.2,37.71666667,0.1,-0.9,1.7,7.3,13.5,18.5,23.2,25.3,24.2,20.4,14.1,7.6,1.6,13.04166667
2054,-78.6,45.56666667,0.1,-12.5,-11.2,-5.3,3.2,10.1,15.1,17.8,16.4,12.1,6.2,-0.7,-9.2,3.5
2055,16.5,61.5,0.1,-8.05,-7.325,-2.825,2.325,8.275,13.55,15.3,13.95,9.45,4.55,-1.5,-5.85,3.4875
2056,0.75,51.2,0.1,3.4,3.7,5.8,8.3,11.5,14.8,16.8,16.6,14.4,10.6,6.8,4.3,9.75
2057,-4.133333333,53.21666667,0.1,3.6,3.7,5.4,7.5,10.6,13.4,15.1,14.9,12.7,10.1,6.4,4.7,9.008333333
2058,0.116666667,53.5,0.1,3.05,3.5,6.25,8.4,11.35,14.55,16.45,16.25,14.15,10.5,6.55,4.4,9.616666667
2059,-1.083333333,51.33333333,0.1,2.9,3.55,6,8.65,12.15,14.95,16.6,16,13.7,10.75,6.35,4,9.633333333
2060,16.66666667,49.2,0.1,-2.8,-0.65,3.35,8.2,13,16.05,17.7,17.5,13.95,8.9,3.3,-0.9,8.133333333
2061,14.5,49,0.1,-2.275,-1.275,3.25,7.725,12.6,15.75,17.525,17.1,13.325,8.1,2.725,-0.45,7.841666667
2062,35,65,0.1,-11.7,-11.3,-6.55,-1,4.95,11.15,14.2,12.8,8.1,2.25,-3.4,-8.4,0.925
2063,47.86666667,56.63333333,0.1,-13,-11.5,-5,4.6,12.7,17,19,16.9,10.8,3.3,-4.1,-9.5,3.433333333
2064,53.18333333,56.81666667,0.1,-14,-12.4,-5.7,3.9,12,16.7,19,16.4,10.4,2.5,-4.9,-10.8,2.758333333
2065,130,62,0.1,-41.175,-35.6,-21.975,-6.525,6.35,15.35,18.625,14.65,5.85,-8.6,-29.4,-39.125,-10.13125
2066,-93,42,0.1,-8.425,-5.525,1.4,8.975,15.375,20.65,23,21.325,16.725,10.425,2.5,-5.6,8.402083333
2067,25,61,0.1,-7.575,-7.8,-3.475,2.55,9.225,14.275,16.175,14.6,9.425,4.425,-0.85,-5.05,3.827083333
2068,22.78333333,68.55,0.1,-16.5,-15.3,-10.6,-4.6,2.7,9.7,12.2,9.8,4.4,-2.3,-9.6,-14.4,-2.875
2069,8,53,0.1,0.675,0.725,3.875,7.725,11.925,15.275,16.425,16.175,13.8,9.85,5.125,2.275,8.654166667
2070,5.666666667,51.96666667,0.1,1.9,2.4,5.15,8.15,12.4,15.4,16.85,16.8,14.35,10.55,5.85,3.05,9.404166667
2071,-98,50,0.1,-18.325,-14.7,-7.35,3.375,11.225,16.775,19.55,18.15,12.25,6,-4.525,-14,2.36875
2072,143,43.5,0.1,-13.725,-13.05,-8.375,-0.125,5.8,10.625,15.225,16.2,10.8,4.225,-2.825,-9.275,1.291666667
2073,143,43.5,0.1,-13.725,-13.05,-8.375,-0.125,5.8,10.625,15.225,16.2,10.8,4.225,-2.825,-9.275,1.291666667
2074,14.41666667,50.08333333,0.1,-1.3,0.1,4.1,8.4,13.6,16.5,18.3,18.1,14,8.9,3.4,0.3,8.7
2075,-107,50,0.1,-13.375,-9.825,-4.15,4.725,11.4,16.25,19.225,18.225,11.85,6.05,-3.65,-10.225,3.875
2076,-107,54,0.1,-19.325,-15.8,-9.375,2.025,9.975,14.7,16.9,15.175,9.5,3.575,-8,-15.55,0.316666667
2077,-107,57,0.1,-22.825,-18.75,-12.15,-0.8,7.15,13.2,15.8,14.1,7.75,1.225,-10.7,-20.2,-2.183333333
2079,-21,65,0.1,-2.575,-2.15,-1.95,0.45,4,6.975,8.8,8.575,5.575,2.275,-0.825,-2.325,2.235416667
2080,-4,56.83333333,0.1,-1.2,-0.775,2.175,3.6,6.925,11.325,13.225,12.6,8.925,5.9,2.5,0,5.433333333
2081,-1.5,53,0.1,3.025,3.425,5.725,8.125,11.525,14.775,16.4,15.9,13.525,10.075,5.975,4.025,9.375
2082,-4,56,0.1,2.15,2.3,4.45,6.6,9.8,13.025,14.25,13.925,11.375,8.7,4.75,3,7.860416667
2083,7.533333333,47.21666667,0.1,-0.6,0.5,3.6,7.1,11.2,14.6,16.7,16.2,13.5,8.9,3.6,0.4,7.975
2084,33.01666667,67.91666667,0.1,-12.85,-12.85,-7.95,-2.75,3.1,9.4,12.75,10.95,5.9,0.05,-6,-10.5,-0.895833333
2085,11,51,0.1,-0.65,-0.275,3.45,7.6,12.25,15.475,17.175,16.75,13.4,8.75,3.875,0.85,8.220833333
10000,-69.45,44.16666667,0.1,-6.35,-5.3,0,6.05,12.2,17.3,20.35,19.5,15.05,9.25,3.55,-3.45,7.345833333
10001,-78,43.5,0.1,-5.2,-4.575,0.3,7.1,12.9,18.25,21.25,20.375,16.2,10.25,4.275,-2.2,8.24375
10002,-66.86666667,45.91666667,0.1,-9.6,-8.5,-2.9,3.8,10.5,15.7,18.7,17.7,13,7.3,1.3,-6.7,5.025
10003,-50.5,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10004,-55.5,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10006,-68.66666667,41.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10007,-3,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10010,-64.75,49.66666667,0.5,-11.2,-10.55,-5.8,0.2,5.966666667,11.81666667,15.58333333,14.46666667,10.1,4.666666667,-0.683333333,-7.533333333,2.252777778
10011,-6.5,55.13333333,0.1,3.15,3.3,5.25,6.95,10,12.9,14.25,13.5,12,9.15,5.75,4.05,8.354166667
10013,-22,64,0.1,-0.45,0.125,0.475,2.775,6.125,8.7,10.55,10.175,7.45,4.3,1.275,-0.2,4.275
10014,-2.666666667,57.08333333,0.1,1.85,1.8,3.85,5.95,8.7,12,13.3,12.95,11.05,8.25,4.4,2.75,7.2375
10017,-59,47.91666667,0.1,-6.2,-7.3,-4.45,0.15,4.55,9.15,13.55,14.35,10.8,6,1.6,-3.35,3.2375
10018,-61,46.5,0.1,-6.1,-7.05,-3.6,1.35,7,12.575,16.85,16.475,12.35,7.15,2.725,-2.675,4.754166667
10019,-65.5,46.96666667,0.1,-10.25,-9.05,-3.65,2.95,9.7,15.65,19.1,17.9,12.8,6.95,0.75,-7.1,4.645833333
10020,-65.08333333,46,0.1,-8.45,-7.8,-2.75,3.5,9.9,15.3,18.7,17.65,13,7.5,1.85,-5.6,5.233333333
10021,-67.5,47.58333333,0.1,-13.5,-11.8,-5.85,1.65,8.55,14.1,17.05,15.45,10.75,4.95,-1.6,-10.25,2.458333333
10022,-3.666666667,56.41666667,0.1,1.45,1.7,4.2,6.3,9.4,13,14.4,13.95,11.1,8.2,4.4,2.45,7.545833333
10024,-67.33333333,47.16666667,0.1,-12.875,-11.3,-5.4,2.025,9.1,14.575,17.5,15.975,11.25,5.3,-1.175,-9.675,2.941666667
10025,-67.25,49.41666667,0.1,-13.6,-12.1,-6.2,0.5,6.9,12.8,15.9,14.7,10.1,4.3,-1.8,-10.3,1.766666667
10026,-57,52,0.1,-12.975,-12.55,-8.3,-2.975,1.75,6.175,10.5,10.625,7.175,2.1,-2.65,-9.25,-0.864583333
10028,-72.25,43.91666667,0.1,-9.1,-7.7,-2.1,4.8,11.3,16.2,18.8,17.6,13.2,7.3,1.3,-6,5.466666667
10032,123,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10034,-87,44,0.1,-6.15,-4.875,0.1,6.325,11.75,16.9,20.2,19.725,15.825,9.975,3.475,-3.15,7.508333333
10037,5.783333333,52.83333333,0.1,1.9,2.1,4.55,6.3,11.6,14.6,16.2,16.35,14,10.4,6,3.15,8.929166667
10038,-118.6666667,37.16666667,0.1,-4.15,-4.875,-5.1,-2.775,1.225,6.125,10.1,9.725,6.65,3,-1.525,-3.775,1.21875
10040,-118.6833333,37.21666667,0.1,-4.8,-5.8,-6.2,-4,0,4.9,8.9,8.6,5.6,2.1,-2.3,-4.4,0.216666667
10042,-118.3833333,36.75,0.1,-4.5,-5.5,-6,-3.7,0.2,5.2,9.2,8.8,5.9,2.3,-2.1,-4.2,0.466666667
10044,-118.75,37.13333333,0.1,-4.2,-5.1,-5.6,-3.3,0.6,5.5,9.5,9.2,6.2,2.7,-1.7,-3.8,0.833333333
10045,-118.7166667,37.15,0.1,-4.2,-5.1,-5.6,-3.3,0.6,5.5,9.5,9.2,6.2,2.7,-1.7,-3.8,0.833333333
10048,-83.88333333,44.55,0.1,-8.5,-7.8,-2.3,5.2,11.6,16.6,19.6,18.1,13.9,7.9,1.5,-5.2,5.883333333
10049,-119.35,38.16666667,0.1,-4.25,-4.3,-3.7,-1.1,3,7.7,11.55,11.3,7.95,4,-0.9,-3.6,2.304166667
10051,-118.7,37.25,0.1,-4.8,-5.8,-6.2,-4,0,4.9,8.9,8.6,5.6,2.1,-2.3,-4.4,0.216666667
10055,3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10056,-9,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10057,-18,65,0.1,-5.175,-4.775,-4.55,-2.275,1.4,4.625,6.475,6.175,3.025,-0.525,-3.575,-4.925,-0.341666667
10060,-130,52.5,0.5,2.1,3.25,4.25,6.25,8.75,11.2,13.15,13.5,11.85,8.5,4.7,2.7,7.516666667
10063,-153,59,0.5,-5.314285714,-5.114285714,-2.771428571,0.814285714,5.485714286,9.557142857,12.25714286,12.08571429,8.671428571,2.528571429,-2.042857143,-4.7,2.621428571
10065,-123.2,49.15,0.1,3.2,4.5,6.4,9.2,12.4,15.2,17.3,17.2,14.3,10.2,6.4,4,10.025
10066,-127.8333333,52.11666667,0.1,1.3,2.65,3.5,5.5,8.65,11.5,13.75,14.2,12.1,8.35,4.2,2.2,7.325
10067,-126,50.83333333,0.1,-0.8,0.4,1.6,3.875,7.275,10.25,12.475,12.775,9.95,6.05,1.6,-0.875,5.38125
